,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,addr_city,addr_district,addr_postal,parsed_json,hobbies,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year
149,150,,0,Unknown,91.0,+1-396-796-4477,Jessicaview,,2023-08-04 04:14:23,Data_sciense,69.0,inactive,4.5,excellent,273.0,1992-08-10 16:01:00,"Port Beth 17-kv, dom 5, Tashkent","{""hobbies"":[""out"", ""bank""]}",Tashkent,,,"{'hobbies': ['out', 'bank']}","out,bank",,,,,,,,,,,,,
150,151,Natasha Mayer,20,Male,90.0,+1-053-853-2569,Millermouth,ali@gmail.com,2011-06-11 00:00:00,Data science,,active,,good,173.0,2007-06-07 11:04:00,"579 Alyssa Lake, Port Sarah","{""hobbies"":[""make"", ""main""]}",,,,"{'hobbies': ['make', 'main']}","make,main",,,,,,,,,,,,,
151,152,Andrew Ramirez,20,Unknown,90.0,+1-075-578-5425,Alicialand,morsetheresa@hotmail.com,2000-07-25 00:00:00,Data science,,inactive,,excellent,163.0,1991-08-10 03:06:00,"815 Maxwell Pike Apt. 262, Eddiemouth","{""hobbies"": [""morning"", ""chair""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""way"", ""level""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 367, ""mother"": 1052}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}",,,,"{'hobbies': ['morning', 'chair'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 3}, 'soft': ['way', 'level']}, 'family': {'siblings': 1, 'income': {'father': 367, 'mother': 1052}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}","morning,chair",1.0,2.0,3.0,"way,level",1.0,367.0,1052.0,laptop,Lenovo,2021.0,phone,Xiaomi,2020.0
152,153,,20,Male,90.0,,Lake Nathanport,,2015-05-12 00:00:00,Data science,,active,,,128.0,1982-07-06 04:56:00,"Frankport 5-kv, dom 9, Tashkent",,Tashkent,,,,,,,,,,,,,,,,,
153,154,Heather Meyers,21,Female,86.0,+1-398-124-9448,East Donaldview,beverly27@martinez.com,2002-02-23 00:00:00,Data science,87.0,pending,3.7,,175.0,2002-12-06 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""represent"", ""statement""], ""skills"": {""tech"": {""python"": 3, ""excel"": 1, ""sql"": 3}, ""soft"": [""right"", ""land""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1296, ""mother"": 574}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}",,,,"{'hobbies': ['represent', 'statement'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 3}, 'soft': ['right', 'land']}, 'family': {'siblings': 2, 'income': {'father': 1296, 'mother': 574}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}","represent,statement",3.0,1.0,3.0,"right,land",2.0,1296.0,574.0,laptop,HP,2020.0,phone,Apple,2023.0
154,155,John Blevins,20,Female,,+1-061-017-6352,West Alicia,john04@hotmail.com,2001-02-08 19:22:00,Python,,pending,,,152.0,1970-04-12 00:00:00,"Apartment 14, East Catherinechester district, Tashkent, UZ, 100015","{""hobbies"": [""herself"", ""long""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 2}, ""soft"": [""meet"", ""site""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 851, ""mother"": 1191}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}",Tashkent, East Catherinechester,100015,"{'hobbies': ['herself', 'long'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 2}, 'soft': ['meet', 'site']}, 'family': {'siblings': 3, 'income': {'father': 851, 'mother': 1191}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}","herself,long",4.0,3.0,2.0,"meet,site",3.0,851.0,1191.0,laptop,Dell,2021.0,phone,Apple,2022.0
155,156,,0,Unknown,83.0,+1-446-779-3909,Davidshire,,2025-01-10 00:00:00,Data_sciense,,active,,average,114.0,2023-07-15 00:00:00,"Andersonfort 14-kv, dom 48, Tashkent","{""hobbies"": [""economic"", ""art""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 5}, ""soft"": [""example"", ""finish""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 314, ""mother"": 1066}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",Tashkent,,,"{'hobbies': ['economic', 'art'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 5}, 'soft': ['example', 'finish']}, 'family': {'siblings': 3, 'income': {'father': 314, 'mother': 1066}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","economic,art",4.0,2.0,5.0,"example,finish",3.0,314.0,1066.0,laptop,HP,2022.0,phone,Apple,2020.0
156,157,,20,Unknown,87.0,+1-475-032-5706,Jacksonmouth,,1974-01-13 22:52:00,Data science,,pending,,excellent,248.0,1988-07-20 00:00:00,"19489 Bradford Hill, North Ericchester","{""hobbies"": [""summer"", ""go""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 1}, ""soft"": [""company"", ""everything""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 730, ""mother"": 1199}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",,,,"{'hobbies': ['summer', 'go'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['company', 'everything']}, 'family': {'siblings': 4, 'income': {'father': 730, 'mother': 1199}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","summer,go",4.0,4.0,1.0,"company,everything",4.0,730.0,1199.0,laptop,Dell,2017.0,phone,Samsung,2024.0
157,158,Sara Arnold,22,Male,73.0,+1-385-631-7821,Wilsonborough,,1977-10-05 16:43:00,Data science,93.0,inactive,0.0,excellent,238.0,2021-01-20 20:37:54,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""southern"", ""various""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 4}, ""soft"": [""catch"", ""action""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 461, ""mother"": 1135}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}",,,,"{'hobbies': ['southern', 'various'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 4}, 'soft': ['catch', 'action']}, 'family': {'siblings': 5, 'income': {'father': 461, 'mother': 1135}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","southern,various",4.0,4.0,4.0,"catch,action",5.0,461.0,1135.0,laptop,Lenovo,2019.0,phone,Samsung,2021.0
158,159,,20,Unknown,90.0,+1-383-353-6956,North Michael,,2021-03-17 06:27:21,Python,70.0,pending,3.7,average,259.0,1992-07-18 18:26:00,"Apartment 29, New Hannahton district, Tashkent, UZ, 100981","{""hobbies"":[""stand"", ""what""]}",Tashkent, New Hannahton,100981,"{'hobbies': ['stand', 'what']}","stand,what",,,,,,,,,,,,,
159,160,Eric Smith,21,Female,87.0,,Maryshire,ali@gmail.com,1983-04-08 10:45:00,Data science,96.0,inactive,3.7,good,113.0,1975-04-28 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""identify"", ""bag""], ""skills"": {""tech"": {""python"": 4, ""excel"": 1, ""sql"": 5}, ""soft"": [""heavy"", ""during""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 420, ""mother"": 723}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",,,,"{'hobbies': ['identify', 'bag'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 5}, 'soft': ['heavy', 'during']}, 'family': {'siblings': 4, 'income': {'father': 420, 'mother': 723}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","identify,bag",4.0,1.0,5.0,"heavy,during",4.0,420.0,723.0,laptop,Lenovo,2024.0,phone,Samsung,2024.0
160,161,,20,Male,50.0,,Davenportshire,,2010-04-18 00:00:00,Python,84.0,pending,2.92,,223.0,2008-12-09 00:00:00,"Apartment 21, Thomasfurt district, Tashkent, UZ, 100606","{""hobbies"": [""campaign"", ""and""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""until"", ""prepare""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1060, ""mother"": 1281}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}",Tashkent, Thomasfurt,100606,"{'hobbies': ['campaign', 'and'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 3}, 'soft': ['until', 'prepare']}, 'family': {'siblings': 4, 'income': {'father': 1060, 'mother': 1281}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}","campaign,and",1.0,2.0,3.0,"until,prepare",4.0,1060.0,1281.0,laptop,Lenovo,2020.0,phone,Apple,2022.0
161,162,Ryan Jones,20,Female,67.0,,West Saraborough,ali@gmail.com,2021-10-27 21:48:12,Data science,,active,4.35,excellent,231.0,2019-12-21 00:00:00,"795 Martinez Springs, Edwardsshire",,,,,,,,,,,,,,,,,,,
162,163,Ana Ruiz,0,Male,92.0,+1-056-003-2424,Andrewston,longsheila@price.org,2022-11-22 08:34:11,Data science,,pending,3.96,,141.0,1976-12-20 15:53:18,"3281 Kathleen Court, Port Stephenview","{""hobbies"": [""animal"", ""wind""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 4}, ""soft"": [""suggest"", ""question""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 225, ""mother"": 1014}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",,,,"{'hobbies': ['animal', 'wind'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 4}, 'soft': ['suggest', 'question']}, 'family': {'siblings': 2, 'income': {'father': 225, 'mother': 1014}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}","animal,wind",1.0,4.0,4.0,"suggest,question",2.0,225.0,1014.0,laptop,Lenovo,2016.0,phone,Xiaomi,2019.0
163,164,Thomas Cohen,21,Male,,+1-762-960-2831,Merrittport,ashleywoodard@robertsreynolds.biz,1976-04-18 00:00:00,Data science,,pending,4.5,average,287.0,1984-01-04 00:00:00,UZ 100220 Tashkent Lake Ronaldshire,,Tashkent,,100220,,,,,,,,,,,,,,,
164,165,Donald Shields,20,Unknown,85.0,,South Katelynberg,ucaldwell@yahoo.com,2019-11-15 16:17:37,Python,,inactive,0.0,good,277.0,2014-02-22 00:00:00,"Apartment 9, New Mariahton district, Tashkent, UZ, 100768","{""hobbies"":[""however"", ""bank""]}",Tashkent, New Mariahton,100768,"{'hobbies': ['however', 'bank']}","however,bank",,,,,,,,,,,,,
165,166,Kathleen Taylor,18,Male,90.0,+1-516-297-5629,Lake Jason,theresa17@sanchez.com,2015-02-16 17:12:41,Data science,,active,0.0,excellent,226.0,1995-02-08 00:00:00,"Apartment 6, South Thomas district, Tashkent, UZ, 100972",,Tashkent, South Thomas,100972,,,,,,,,,,,,,,,
166,167,Michael Ho,20,Female,73.0,,West Timothyburgh,jacob69@hotmail.com,2020-11-20 15:35:17,Data science,,inactive,4.5,average,266.0,2023-07-21 02:12:29,"BROKEN,ADDRESS,DATA,,,","{""hobbies"":[""her"", ""tonight""]}",,,,"{'hobbies': ['her', 'tonight']}","her,tonight",,,,,,,,,,,,,
167,168,Heather Peterson,19,Male,90.0,,Cooperside,meyerjean@hotmail.com,1998-07-28 00:00:00,Python,98.0,inactive,0.0,excellent,262.0,2023-09-14 12:56:04,"Apartment 10, Tracyborough district, Tashkent, UZ, 100253","{""hobbies"": [""real"", ""only""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 2}, ""soft"": [""performance"", ""company""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 375, ""mother"": 914}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",Tashkent, Tracyborough,100253,"{'hobbies': ['real', 'only'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['performance', 'company']}, 'family': {'siblings': 0, 'income': {'father': 375, 'mother': 914}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}","real,only",4.0,5.0,2.0,"performance,company",0.0,375.0,914.0,laptop,Dell,2020.0,phone,Samsung,2019.0
168,169,Jacob Joyce,0,Female,90.0,+1-761-758-0551,East Kristin,mitchellamy@hotmail.com,1981-02-09 00:00:00,Python,,pending,3.7,,201.0,2019-01-29 00:00:00,UZ 100234 Tashkent West Michelle,"{""hobbies"": [""according"", ""particularly""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 2}, ""soft"": [""sort"", ""pay""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 953, ""mother"": 266}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}",Tashkent,,100234,"{'hobbies': ['according', 'particularly'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 2}, 'soft': ['sort', 'pay']}, 'family': {'siblings': 2, 'income': {'father': 953, 'mother': 266}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}","according,particularly",2.0,4.0,2.0,"sort,pay",2.0,953.0,266.0,laptop,Dell,2023.0,phone,Apple,2024.0
169,170,Ronnie Campbell,20,Female,90.0,+1-424-938-2701,North Kathryn,ali@gmail.com,1992-04-30 00:00:00,Data science,78.0,active,,good,91.0,1997-08-08 00:00:00,UZ 100959 Tashkent Jamesfurt,"{""hobbies"": [""thought"", ""shoulder""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 1}, ""soft"": [""care"", ""who""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 344, ""mother"": 963}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",Tashkent,,100959,"{'hobbies': ['thought', 'shoulder'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 1}, 'soft': ['care', 'who']}, 'family': {'siblings': 4, 'income': {'father': 344, 'mother': 963}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","thought,shoulder",3.0,4.0,1.0,"care,who",4.0,344.0,963.0,laptop,Lenovo,2017.0,phone,Apple,2020.0
170,171,Mark Torres,22,Female,90.0,,Phelpsberg,riveraalexis@lynch.com,1990-10-08 00:00:00,Data science,,active,3.7,,278.0,1988-03-15 09:52:29,"New Cheryl 19-kv, dom 6, Tashkent","{""hobbies"": [""sure"", ""clearly""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 3}, ""soft"": [""woman"", ""eye""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 997, ""mother"": 540}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",Tashkent,,,"{'hobbies': ['sure', 'clearly'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 3}, 'soft': ['woman', 'eye']}, 'family': {'siblings': 3, 'income': {'father': 997, 'mother': 540}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","sure,clearly",3.0,3.0,3.0,"woman,eye",3.0,997.0,540.0,laptop,HP,2021.0,phone,Apple,2020.0
171,172,Dr. Michael Macias,22,Male,83.0,+1-894-375-7373,New Paul,,1975-12-18 00:00:00,Data_sciense,,inactive,4.5,,154.0,1988-07-25 00:00:00,"Apartment 12, Lake Michael district, Tashkent, UZ, 100053",,Tashkent, Lake Michael,100053,,,,,,,,,,,,,,,
172,173,Allison Dyer,20,Female,64.0,,Josephchester,ali@gmail.com,2022-08-15 00:00:00,Data science,,inactive,,excellent,262.0,1982-04-08 13:38:01,UZ 100683 Tashkent Valentinestad,"{""hobbies"": [""commercial"", ""war""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 2}, ""soft"": [""story"", ""with""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 605, ""mother"": 297}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]}",Tashkent,,100683,"{'hobbies': ['commercial', 'war'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 2}, 'soft': ['story', 'with']}, 'family': {'siblings': 5, 'income': {'father': 605, 'mother': 297}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}","commercial,war",5.0,4.0,2.0,"story,with",5.0,605.0,297.0,laptop,HP,2021.0,phone,Xiaomi,2024.0
173,174,Teresa Smith,18,Unknown,90.0,,New Shane,williamsdavid@woods.info,2023-01-23 06:53:44,Python,,inactive,4.06,excellent,220.0,2022-12-31 01:23:09,"BROKEN,ADDRESS,DATA,,,","{""hobbies"":[""we"", ""student""]}",,,,"{'hobbies': ['we', 'student']}","we,student",,,,,,,,,,,,,
174,175,,18,Female,,+1-448-850-9283,Port Dana,,2021-02-15 08:18:04,Data science,,inactive,4.5,excellent,167.0,1972-04-19 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""begin"", ""certain""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 4}, ""soft"": [""sense"", ""firm""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 502, ""mother"": 341}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}",,,,"{'hobbies': ['begin', 'certain'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['sense', 'firm']}, 'family': {'siblings': 3, 'income': {'father': 502, 'mother': 341}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","begin,certain",3.0,2.0,4.0,"sense,firm",3.0,502.0,341.0,laptop,HP,2022.0,phone,Apple,2021.0
175,176,Brian Mcknight,20,Female,,+1-773-196-7777,South Sandra,,1998-12-14 00:00:00,Data science,,pending,,good,280.0,2007-04-16 02:24:43,"South Paul 12-kv, dom 34, Tashkent","{""hobbies"": [""none"", ""guess""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 2}, ""soft"": [""computer"", ""ten""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1069, ""mother"": 1374}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}",Tashkent,,,"{'hobbies': ['none', 'guess'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 2}, 'soft': ['computer', 'ten']}, 'family': {'siblings': 4, 'income': {'father': 1069, 'mother': 1374}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}","none,guess",3.0,3.0,2.0,"computer,ten",4.0,1069.0,1374.0,laptop,HP,2021.0,phone,Samsung,2023.0
176,177,Carlos Frazier,18,Unknown,,+1-969-965-2517,Port Gracemouth,zrobinson@russell.biz,1999-11-28 00:00:00,Data_sciense,86.0,pending,,excellent,60.0,2014-07-30 00:00:00,"Greeneton 2-kv, dom 50, Tashkent","{""hobbies"": [""relationship"", ""newspaper""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 3}, ""soft"": [""fly"", ""method""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1008, ""mother"": 416}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",Tashkent,,,"{'hobbies': ['relationship', 'newspaper'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 3}, 'soft': ['fly', 'method']}, 'family': {'siblings': 4, 'income': {'father': 1008, 'mother': 416}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","relationship,newspaper",2.0,3.0,3.0,"fly,method",4.0,1008.0,416.0,laptop,Lenovo,2019.0,phone,Samsung,2018.0
177,178,Angela Kim,20,Female,90.0,,South Crystalland,,1971-03-12 16:19:11,Data science,,active,4.19,,183.0,2021-01-18 10:54:08,"7357 Kimberly Walks Suite 508, Port Kaylee","{""hobbies"": [""require"", ""administration""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 5}, ""soft"": [""dark"", ""PM""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1246, ""mother"": 745}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}",,,,"{'hobbies': ['require', 'administration'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 5}, 'soft': ['dark', 'PM']}, 'family': {'siblings': 4, 'income': {'father': 1246, 'mother': 745}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","require,administration",4.0,5.0,5.0,"dark,PM",4.0,1246.0,745.0,laptop,Lenovo,2024.0,phone,Samsung,2022.0
178,179,,19,Unknown,69.0,+1-406-528-1696,Port Tammy,krobertson@butler.info,2016-06-03 00:00:00,Python,,pending,3.7,good,122.0,2009-07-10 00:00:00,"Apartment 40, Peterberg district, Tashkent, UZ, 100026","{""hobbies"": [""second"", ""their""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 3}, ""soft"": [""think"", ""entire""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 673, ""mother"": 599}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",Tashkent, Peterberg,100026,"{'hobbies': ['second', 'their'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 3}, 'soft': ['think', 'entire']}, 'family': {'siblings': 0, 'income': {'father': 673, 'mother': 599}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","second,their",5.0,1.0,3.0,"think,entire",0.0,673.0,599.0,laptop,HP,2020.0,phone,Samsung,2018.0
179,180,,0,Unknown,,+1-796-484-7132,Janetstad,,1975-03-08 00:00:00,Python,,inactive,,good,157.0,2023-02-13 11:39:13,"Apartment 15, West Brian district, Tashkent, UZ, 100756","{""hobbies"": [""kid"", ""mention""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 1}, ""soft"": [""alone"", ""thousand""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1346, ""mother"": 952}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}",Tashkent, West Brian,100756,"{'hobbies': ['kid', 'mention'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 1}, 'soft': ['alone', 'thousand']}, 'family': {'siblings': 5, 'income': {'father': 1346, 'mother': 952}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}","kid,mention",3.0,5.0,1.0,"alone,thousand",5.0,1346.0,952.0,laptop,HP,2017.0,phone,Xiaomi,2018.0
180,181,,22,Female,,+1-378-349-3526,Christophermouth,ssmall@reynoldsmiller.com,1972-04-07 07:17:00,Python,,active,4.5,excellent,276.0,2011-04-22 00:00:00,"Apartment 12, Davidtown district, Tashkent, UZ, 100617","{""hobbies"": [""letter"", ""many""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 1}, ""soft"": [""hotel"", ""company""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 928, ""mother"": 683}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}",Tashkent, Davidtown,100617,"{'hobbies': ['letter', 'many'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 1}, 'soft': ['hotel', 'company']}, 'family': {'siblings': 1, 'income': {'father': 928, 'mother': 683}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","letter,many",1.0,2.0,1.0,"hotel,company",1.0,928.0,683.0,laptop,Lenovo,2023.0,phone,Samsung,2021.0
181,182,,0,Unknown,69.0,+1-286-874-2963,Joshuaborough,zrodriguez@briggs.com,1999-03-11 00:47:27,Python,,pending,0.0,average,294.0,2022-06-13 08:47:01,"Apartment 14, Jenniferview district, Tashkent, UZ, 100408",,Tashkent, Jenniferview,100408,,,,,,,,,,,,,,,
182,183,Larry Pierce,20,Female,,+1-685-006-5058,Tinafurt,,1981-08-01 20:54:00,Data science,,pending,0.0,average,74.0,2005-07-31 01:53:09,"Apartment 14, North Jose district, Tashkent, UZ, 100999","{""hobbies"":[""rock"", ""put""]}",Tashkent, North Jose,100999,"{'hobbies': ['rock', 'put']}","rock,put",,,,,,,,,,,,,
183,184,,22,Female,,,North Nancy,,2013-10-24 00:00:00,Python,,inactive,,,207.0,2022-08-24 21:44:32,"Reevesside 25-kv, dom 20, Tashkent",,Tashkent,,,,,,,,,,,,,,,,,
